d,ω_dump,σ_dump,δ_dump,ξ₁_dump,fix_kappa,N,ξ₁_strategy,ξ₁_strategy_value,runtime,commit_hash
3,1 0 0 0,1 0 0 0,0 0 0 0,0 -3 0 -1,false,0,automatic,"[15, 20, 25, 30, 35, 40, 50, 60, 70, 80]",355.025164083,215d2553071c2a8b5d5e0604e3d3cc6a0d7878e6
