d,ω_dump,σ_dump,δ_dump,ξ₁_dump,runtime_existence_top,runtime_existence_turn,runtime_existence_bottom,runtime_continuation_top,runtime_continuation_turn,runtime_continuation_bottom,commit_hash_top,commit_hash_turn,commit_hash_bottom,runtime_critical_points_top,runtime_critical_points_turn,runtime_critical_points_bottom,commit_hash_critical_points_top,commit_hash_critical_points_turn,commit_hash_critical_points_bottom,commit_hash_proof_witness
1,1 0 0 0,93333333333333333333333333333333 -7e 19a00001 -9d,0 0 0 0,5 2 0 0,258.809280007,1786.527824673,320.705114461,38.398306942,0.025683594,380.320504923,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,166.444070821,27175.090607803,5039.279604229,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,949097174243d82ef3205c38ee4e372e7c92fe58
