d,ω_dump,σ_dump,δ_dump,ξ₁_dump,runtime_existence_top,runtime_existence_turn,runtime_existence_bottom,runtime_continuation_top,runtime_continuation_turn,runtime_continuation_bottom,commit_hash_top,commit_hash_turn,commit_hash_bottom,runtime_critical_points_top,runtime_critical_points_turn,runtime_critical_points_bottom,commit_hash_critical_points_top,commit_hash_critical_points_turn,commit_hash_critical_points_bottom,commit_hash_proof_witness
1,1 0 0 0,93333333333333333333333333333333 -7e 1 -7e,0 0 0 0,f 2 0 0,1184.431236402,NaN,NaN,50.806212167,NaN,NaN,a1f9171b36af2b0fb0f258c3fd47fc46b9964de5,,,276.271092955,NaN,NaN,a1f9171b36af2b0fb0f258c3fd47fc46b9964de5,,,3c0629faa3244734afa467be41b0c0aaefd249fa
