d,ω_dump,σ_dump,δ_dump,ξ₁_dump,fix_kappa,N,ξ₁_strategy,ξ₁_strategy_value,runtime,commit_hash
3,1 0 0 0,1 0 0 0,0 0 0 0,0 -3 0 -1,true,0,automatic,"[15, 20, 25, 30, 35, 40, 50, 60, 70, 80]",379.482628853,4eb9cd861f1f9fa229d6edd256f674b46535fc74
