d,ω_dump,σ_dump,δ_dump,ξ₁_dump,fix_kappa,N,ξ₁_strategy,ξ₁_strategy_value,runtime,commit_hash
1,1 0 0 0,93333333333333333333333333333333 -7e 19a00001 -9d,0 0 0 0,0 -3 0 -1,false,0,default,nothing,56.892265867,215d2553071c2a8b5d5e0604e3d3cc6a0d7878e6
