d,ω_dump,σ_dump,δ_dump,ξ₁_dump,runtime_existence_top,runtime_existence_turn,runtime_existence_bottom,runtime_continuation_top,runtime_continuation_turn,runtime_continuation_bottom,commit_hash_top,commit_hash_turn,commit_hash_bottom,runtime_critical_points_top,runtime_critical_points_turn,runtime_critical_points_bottom,commit_hash_critical_points_top,commit_hash_critical_points_turn,commit_hash_critical_points_bottom,commit_hash_proof_witness
1,1 0 0 0,93333333333333333333333333333333 -7e 19a00001 -9d,0 0 0 0,5 2 0 0,361.671741323,878.609860676,431.914472333,40.80809601,9.852687704,141.966507716,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,42.400926344,3330.14293597,4184.283410368,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,4eb9cd861f1f9fa229d6edd256f674b46535fc74,949097174243d82ef3205c38ee4e372e7c92fe58
